category,job_title,Text,experience_years,skills,education
Data Analysts Resumes,Analytics Engineer,"Senior Analytics Engineer with 6.2+ years of experience in Data Analysts.. Proven expertise in Big Data, A/B Testing, Data Visualization, Data Analysis, Dashboard Creation and R.. Educated with Bachelor's in Information Technology from Cambridge.. Previously worked at Google where I led mission-critical solutions.. Spearheaded cloud migration project saving $190K annually. Architected and led implementation of microservices handling 5M daily requests. Led team of 8 engineers delivering critical business solutions. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Dashboard Creation.",6.2,"Big Data, Data Visualization, A/B Testing, Data Analysis, R, NumPy, ETL",Bachelor's in Information Technology
Full Stack Developers Resumes,Python Full Stack Developer,"Mid-Level Python Full Stack Developer with 4.0+ years of experience in Full Stack Developers.. Proven expertise in GraphQL, Docker, CI/CD, React and Java.. Educated with Bachelor's in Information Technology from Stanford.. Previously worked at Airbnb where I led enterprise-level solutions.. Mentored 4 junior developers and conducted code reviews. Architected scalable solutions using Docker and GraphQL. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in React.",4.0,"GraphQL, Python, AWS, Node.js, React",Bachelor's in Business Administration
Backend Developers Resumes,Java Developer,"Principal/Leadership Java Developer with 12.0+ years of experience in Backend Developers.. Proven expertise in Kubernetes, Java, REST APIs, Python, Kafka, Django and MySQL.. Educated with Bachelor's in Software Engineering from Harvard.. Previously worked at KPMG where I led customer-facing solutions.. Built and managed 28 person engineering organization. Advised C-suite on technology strategy and digital transformation initiatives. Established engineering culture and processes across global teams. Directed technology roadmap for 4 product portfolios. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Kafka.",12.0,"Node.js, Spring Boot, Docker, Python, PostgreSQL, Java",Bachelor's in Mathematics
Technical Project Managers Resumes,Delivery Manager,"Junior To Mid-Level Delivery Manager with 3.2+ years of experience in Technical Project Managers.. Proven expertise in Agile, SDLC, Budgeting, PMP, Scrum, Strategic Planning and Leadership.. Educated with Master's in Artificial Intelligence from MIT.. Previously worked at Capgemini where I led mission-critical solutions.. Improved system performance by 18% through optimization. Implemented automated testing resulting in 20% reduction in bugs. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Leadership.",3.2,"Stakeholder Management, Confluence, Agile, Risk Management, Strategic Planning, Communication, Leadership",Bachelor's in Information Technology
Python Developers/Data Engineers Resumes,Data Scientist,"Entry-Level Data Scientist with 1.4+ years of experience in Python Developers/Data Engineers.. Proven expertise in Redis, PostgreSQL, Spark, Python, Pandas, ETL and Deep Learning.. Educated with Bachelor's in Mathematics from MIT.. Previously worked at Accenture where I implemented mission-critical solutions.. Completed 1 internships gaining practical industry experience. Contributed to agile development team delivering 3 features. Developed 4 applications using Spark and PostgreSQL. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Spark.",1.4,"Machine Learning, Kafka, PostgreSQL, MongoDB, AWS",Bachelor's in Information Technology
Data Analysts Resumes,Analytics Engineer,"Mid-Level Analytics Engineer with 5.5+ years of experience in Data Analysts.. Proven expertise in Pandas, SQL, Machine Learning and Data Visualization.. Educated with Bachelor's in Electrical Engineering from Stanford.. Previously worked at Microsoft where I developed enterprise-level solutions.. Architected scalable solutions using Pandas and Machine Learning. Reduced deployment time by 39% through CI/CD pipeline optimization. Mentored 2 junior developers and conducted code reviews. Managed technical debt reduction initiatives saving 160 developer hours monthly. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Machine Learning.",5.5,"ETL, Tableau, A/B Testing, R, Data Visualization, NumPy, Machine Learning, Excel",Master's in Computer Science
Python Developers/Data Engineers Resumes,AI Engineer,"Senior AI Engineer with 7.6+ years of experience in Python Developers/Data Engineers.. Proven expertise in ETL, Machine Learning, Data Pipelines, NumPy and Dask.. Educated with PhD in Computer Science from Carnegie Mellon.. Previously worked at KPMG where I led high-availability solutions.. Led team of 5 engineers delivering critical business solutions. Architected and led implementation of microservices handling 4M daily requests. Spearheaded cloud migration project saving $307K annually. Established engineering best practices adopted across 4 teams. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Data Pipelines.",7.6,"PyTorch, Machine Learning, Redis, Kafka, PostgreSQL",PhD in Computer Science
Security Engineers Resumes,Cybersecurity Analyst,"Junior To Mid-Level Cybersecurity Analyst with 3.6+ years of experience in Security Engineers.. Proven expertise in Security Auditing, NIST, CEH and Firewalls.. Educated with Bachelor's in Information Technology from Cambridge.. Previously worked at Dell where I developed mission-critical solutions.. Implemented automated testing resulting in 43% reduction in bugs. Successfully delivered 7 projects using CEH and Security Auditing. Improved system performance by 14% through optimization. Collaborated with cross-functional teams on 3 major initiatives. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Firewalls.",3.6,"Firewalls, Penetration Testing, CISSP, SOC",Self-taught
Mobile Developers Resumes,Mobile App Developer,"Junior To Mid-Level Mobile App Developer with 2.8+ years of experience in Mobile Developers.. Proven expertise in Swift, Android Studio, Firebase and Flutter.. Educated with Master's in Artificial Intelligence from Oxford.. Previously worked at Cisco where I implemented high-availability solutions.. Collaborated with cross-functional teams on 6 major initiatives. Implemented automated testing resulting in 27% reduction in bugs. Improved system performance by 32% through optimization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Firebase.",2.8,"React Native, Kotlin, Swift, Android Studio, Firebase, Git, Google Play, Mobile UI/UX",Master's in Artificial Intelligence
Python Developers/Data Engineers Resumes,Data Engineer,"Mid-Level Data Engineer with 4.4+ years of experience in Python Developers/Data Engineers.. Proven expertise in Redis, PyTorch, AWS, Kafka and Pandas.. Educated with Self-taught from University of Michigan.. Previously worked at Square where I implemented high-availability solutions.. Architected scalable solutions using AWS and PyTorch. Led development of 3 high-impact features serving 13009+ users. Managed technical debt reduction initiatives saving 82 developer hours monthly. Mentored 4 junior developers and conducted code reviews. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in PyTorch.",4.4,"TensorFlow, AWS, Data Pipelines, ETL, Machine Learning, Docker, Spark, PyTorch",Bachelor's in Information Technology
DevOps Engineers Resumes,Site Reliability Engineer,"Mid-Level Site Reliability Engineer with 5.9+ years of experience in DevOps Engineers.. Proven expertise in Grafana, Linux, Terraform, Prometheus and Jenkins.. Educated with Bachelor's in Software Engineering from MIT.. Previously worked at Uber where I implemented scalable solutions.. Managed technical debt reduction initiatives saving 108 developer hours monthly. Led development of 6 high-impact features serving 76233+ users. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Prometheus.",5.9,"ELK Stack, GCP, Azure, Nginx, Terraform, Kubernetes, Linux",Bachelor's in Information Technology
Security Engineers Resumes,Security Engineer,"Principal/Leadership Security Engineer with 8.1+ years of experience in Security Engineers.. Proven expertise in Bash, Identity Management, SIEM, Vulnerability Assessment, AWS Security and Firewalls.. Educated with Self-taught from Georgia Tech.. Previously worked at Salesforce where I implemented mission-critical solutions.. Directed technology roadmap for 5 product portfolios. Advised C-suite on technology strategy and digital transformation initiatives. Built and managed 23 person engineering organization. Drove 60% revenue growth through technical innovation. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Bash.",8.1,"SIEM, SOC, Firewalls, Bash, CISSP, CEH, AWS Security",Bachelor's in Computer Science
Full Stack Developers Resumes,Python Full Stack Developer,"Principal/Leadership Python Full Stack Developer with 8.2+ years of experience in Full Stack Developers.. Proven expertise in Java, MongoDB, ElasticSearch, Spring Boot, AWS, PostgreSQL and Python.. Educated with Bachelor's in Electrical Engineering from Carnegie Mellon.. Previously worked at Google where I architected mission-critical solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Drove 37% revenue growth through technical innovation. Built and managed 32 person engineering organization. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in MongoDB.",8.2,"JavaScript, PostgreSQL, React, Java, Node.js, Redis, CI/CD",Bachelor's in Computer Science
Mobile Developers Resumes,iOS Developer,"Senior iOS Developer with 6.1+ years of experience in Mobile Developers.. Proven expertise in Swift, Dart, Android and Git.. Educated with PhD in Computer Science from Cambridge.. Previously worked at IBM where I architected scalable solutions.. Led team of 9 engineers delivering critical business solutions. Architected and led implementation of microservices handling 5M daily requests. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Git.",6.1,"Firebase, React Native, Flutter, Git, Android Studio, Mobile UI/UX, Google Play, Xcode",Bachelor's in Electrical Engineering
Frontend Developers Resumes,React Developer,"Entry-Level React Developer with 1.3+ years of experience in Frontend Developers.. Proven expertise in Jest, JavaScript, Redux, UI/UX, Webpack, HTML5 and Responsive Design.. Educated with Bachelor's in Information Technology from University of Michigan.. Previously worked at Adobe where I implemented high-availability solutions.. Demonstrated proficiency in UI/UX and Redux. Contributed to agile development team delivering 6 features. Developed 2 applications using UI/UX and JavaScript. Completed 2 internships gaining practical industry experience. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in HTML5.",1.3,"Jest, Redux, Responsive Design, REST APIs, UI/UX, CSS3, Vue.js, GraphQL",Bachelor's in Business Administration
Security Engineers Resumes,Security Engineer,"Principal/Leadership Security Engineer with 12.3+ years of experience in Security Engineers.. Proven expertise in SOC, Encryption, SIEM and Identity Management.. Educated with Bachelor's in Mathematics from UC Berkeley.. Previously worked at Oracle where I developed mission-critical solutions.. Established engineering culture and processes across global teams. Built and managed 15 person engineering organization. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Encryption.",12.3,"CEH, Identity Management, Python, AWS Security, NIST, SOC, Penetration Testing, Encryption",Bachelor's in Software Engineering
Full Stack Developers Resumes,Java Full Stack Developer,"Mid-Level Java Full Stack Developer with 5.8+ years of experience in Full Stack Developers.. Proven expertise in MongoDB, Microservices, CI/CD, REST APIs, AWS, React and Spring Boot.. Educated with Bachelor's in Computer Science from University of Michigan.. Previously worked at LinkedIn where I architected mission-critical solutions.. Led development of 4 high-impact features serving 32469+ users. Architected scalable solutions using AWS and REST APIs. Mentored 3 junior developers and conducted code reviews. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Spring Boot.",5.8,"Microservices, Docker, JavaScript, Node.js, REST APIs, PostgreSQL, React",Self-taught
Full Stack Developers Resumes,Java Full Stack Developer,"Principal/Leadership Java Full Stack Developer with 16.1+ years of experience in Full Stack Developers.. Proven expertise in MongoDB, Node.js, REST APIs, JavaScript and Spring Boot.. Educated with Master's in Data Science from Oxford.. Previously worked at Microsoft where I implemented customer-facing solutions.. Directed technology roadmap for 5 product portfolios. Drove 59% revenue growth through technical innovation. Established engineering culture and processes across global teams. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in JavaScript.",16.1,"JavaScript, REST APIs, React, Microservices, CI/CD, Node.js, Git",Master's in Artificial Intelligence
Data Analysts Resumes,Marketing Analyst,"Junior To Mid-Level Marketing Analyst with 3.2+ years of experience in Data Analysts.. Proven expertise in Python, Excel, Pandas and Power BI.. Educated with Bachelor's in Information Technology from Georgia Tech.. Previously worked at Bank of America where I architected customer-facing solutions.. Successfully delivered 5 projects using Pandas and Python. Collaborated with cross-functional teams on 5 major initiatives. Implemented automated testing resulting in 25% reduction in bugs. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Power BI.",3.2,"ETL, R, Big Data, Dashboard Creation, Statistics, Machine Learning, Data Visualization",Self-taught
Backend Developers Resumes,Node.js Developer,"Principal/Leadership Node.js Developer with 9.4+ years of experience in Backend Developers.. Proven expertise in AWS, Python, MySQL, MongoDB, REST APIs and Kafka.. Educated with Bachelor's in Computer Science from Oxford.. Previously worked at JP Morgan Chase where I led mission-critical solutions.. Drove 26% revenue growth through technical innovation. Established engineering culture and processes across global teams. Advised C-suite on technology strategy and digital transformation initiatives. Directed technology roadmap for 4 product portfolios. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in MySQL.",9.4,"Kafka, REST APIs, RabbitMQ, Node.js, MySQL, Django, Redis, Microservices",Bachelor's in Computer Science
Python Developers/Data Engineers Resumes,Python Developer,"Junior To Mid-Level Python Developer with 2.7+ years of experience in Python Developers/Data Engineers.. Proven expertise in TensorFlow, Data Pipelines, Pandas and Dask.. Educated with Master's in Information Systems from Stanford.. Previously worked at Netflix where I architected scalable solutions.. Collaborated with cross-functional teams on 4 major initiatives. Successfully delivered 12 projects using Dask and Pandas. Improved system performance by 17% through optimization. Implemented automated testing resulting in 25% reduction in bugs. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Dask.",2.7,"Airflow, Dask, Docker, Spark, NumPy, Data Pipelines, SQL, Kafka",Master's in Data Science
Python Developers/Data Engineers Resumes,Python Developer,"Entry-Level Python Developer with 1.9+ years of experience in Python Developers/Data Engineers.. Proven expertise in TensorFlow, NumPy, Airflow, Python, Dask, MongoDB and Machine Learning.. Educated with Bachelor's in Electrical Engineering from Harvard.. Previously worked at Twilio where I architected enterprise-level solutions.. Contributed to agile development team delivering 7 features. Completed 3 internships gaining practical industry experience. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Dask.",1.9,"Redis, Python, SQL, Airflow, ETL, PyTorch, TensorFlow, Spark",PhD in Computer Science
QA Engineers Resumes,SDET,"Senior SDET with 6.2+ years of experience in QA Engineers.. Proven expertise in SQL, Scrum, JUnit, TestNG, JavaScript and Manual Testing.. Educated with MBA from Stanford.. Previously worked at LinkedIn where I led high-availability solutions.. Led team of 9 engineers delivering critical business solutions. Spearheaded cloud migration project saving $428K annually. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in JUnit.",6.2,"JavaScript, Agile, Cucumber, Performance Testing, Scrum, Regression Testing",Bachelor's in Business Administration
Technical Project Managers Resumes,Scrum Master,"Entry-Level Scrum Master with 1.7+ years of experience in Technical Project Managers.. Proven expertise in Stakeholder Management, Leadership, Risk Management, Confluence, PMP and Communication.. Educated with Bachelor's in Mathematics from MIT.. Previously worked at Bank of America where I implemented mission-critical solutions.. Contributed to agile development team delivering 5 features. Demonstrated proficiency in PMP and PMP. Developed 4 applications using Risk Management and Leadership. Completed 1 internships gaining practical industry experience. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Leadership.",1.7,"Microsoft Project, Agile, SDLC, Leadership, Budgeting",Bachelor's in Information Technology
QA Engineers Resumes,Manual Tester,"Junior To Mid-Level Manual Tester with 3.5+ years of experience in QA Engineers.. Proven expertise in Manual Testing, JIRA, Python, TestNG and JUnit.. Educated with Master's in Information Systems from Cambridge.. Previously worked at Accenture where I managed mission-critical solutions.. Implemented automated testing resulting in 43% reduction in bugs. Improved system performance by 23% through optimization. Successfully delivered 12 projects using Manual Testing and TestNG. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in JUnit.",3.5,"Regression Testing, JIRA, JUnit, Agile, PyTest, Python, Performance Testing",Bachelor's in Information Technology
Frontend Developers Resumes,Frontend Developer,"Junior To Mid-Level Frontend Developer with 3.1+ years of experience in Frontend Developers.. Proven expertise in GraphQL, CSS3, Sass, UI/UX, Webpack, Cypress and HTML5.. Educated with Bachelor's in Electrical Engineering from Stanford.. Previously worked at Infosys where I implemented customer-facing solutions.. Collaborated with cross-functional teams on 4 major initiatives. Implemented automated testing resulting in 41% reduction in bugs. Successfully delivered 7 projects using CSS3 and Cypress. Improved system performance by 19% through optimization. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Sass.",3.1,"Webpack, Redux, UI/UX, React, CSS3, GraphQL, Vue.js",Bachelor's in Electrical Engineering
Full Stack Developers Resumes,MERN Stack Developer,"Junior To Mid-Level MERN Stack Developer with 3.1+ years of experience in Full Stack Developers.. Proven expertise in AWS, Docker, Microservices, Python and Node.js.. Educated with Bachelor's in Electrical Engineering from Georgia Tech.. Previously worked at Goldman Sachs where I developed high-availability solutions.. Collaborated with cross-functional teams on 5 major initiatives. Successfully delivered 9 projects using Python and Microservices. Implemented automated testing resulting in 23% reduction in bugs. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in AWS.",3.1,"ElasticSearch, React, Redis, CI/CD, Git",PhD in Computer Science
Backend Developers Resumes,Java Developer,"Senior Java Developer with 7.5+ years of experience in Backend Developers.. Proven expertise in Microservices, Kafka, Java, RabbitMQ, MongoDB and Node.js.. Educated with Bachelor's in Mathematics from University of Michigan.. Previously worked at PayPal where I implemented customer-facing solutions.. Led team of 6 engineers delivering critical business solutions. Established engineering best practices adopted across 3 teams. Drove technical strategy resulting in 39% increase in team velocity. Spearheaded cloud migration project saving $496K annually. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Node.js.",7.5,"RabbitMQ, Microservices, Kubernetes, Python, Java, AWS, Node.js, Redis",Bachelor's in Software Engineering
Technical Project Managers Resumes,Technical Project Manager,"Senior Technical Project Manager with 7.7+ years of experience in Technical Project Managers.. Proven expertise in Communication, Scrum, Microsoft Project and Stakeholder Management.. Educated with PhD in Computer Science from Carnegie Mellon.. Previously worked at Stripe where I architected high-availability solutions.. Architected and led implementation of microservices handling 9M daily requests. Led team of 11 engineers delivering critical business solutions. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Communication.",7.7,"Strategic Planning, Microsoft Project, Budgeting, JIRA, PMP, Communication, Stakeholder Management, Agile",Bachelor's in Information Technology
Backend Developers Resumes,Django Developer,"Principal/Leadership Django Developer with 8.6+ years of experience in Backend Developers.. Proven expertise in Redis, Kafka, PostgreSQL, MySQL, Spring Boot, Python and Microservices.. Educated with Bachelor's in Electrical Engineering from UC Berkeley.. Previously worked at Zoom where I led customer-facing solutions.. Built and managed 18 person engineering organization. Established engineering culture and processes across global teams. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in MySQL.",8.6,"Kafka, AWS, Kubernetes, Microservices, Docker, Django",MBA
Python Developers/Data Engineers Resumes,Data Engineer,"Mid-Level Data Engineer with 5.2+ years of experience in Python Developers/Data Engineers.. Proven expertise in Python, Airflow, Pandas, ETL, Data Pipelines, AWS and Spark.. Educated with PhD in Computer Science from Harvard.. Previously worked at PwC where I led mission-critical solutions.. Reduced deployment time by 38% through CI/CD pipeline optimization. Managed technical debt reduction initiatives saving 57 developer hours monthly. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in ETL.",5.2,"Redis, Airflow, Data Pipelines, PyTorch, Dask",Bachelor's in Mathematics
Full Stack Developers Resumes,MERN Stack Developer,"Senior MERN Stack Developer with 7.7+ years of experience in Full Stack Developers.. Proven expertise in Git, MongoDB, Python, JavaScript, Microservices, Redis and Docker.. Educated with Master's in Data Science from University of Michigan.. Previously worked at Slack where I led mission-critical solutions.. Drove technical strategy resulting in 26% increase in team velocity. Led team of 5 engineers delivering critical business solutions. Established engineering best practices adopted across 3 teams. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Microservices.",7.7,"Docker, Python, ElasticSearch, React, PostgreSQL, Microservices, CI/CD",Bachelor's in Computer Science
Data Analysts Resumes,Marketing Analyst,"Junior To Mid-Level Marketing Analyst with 3.0+ years of experience in Data Analysts.. Proven expertise in Big Data, Python, SQL, Tableau, Data Analysis, R and NumPy.. Educated with Master's in Artificial Intelligence from Georgia Tech.. Previously worked at Tata Consultancy where I managed scalable solutions.. Collaborated with cross-functional teams on 6 major initiatives. Improved system performance by 19% through optimization. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in SQL.",3.0,"Tableau, Power BI, Data Visualization, R, Machine Learning, Pandas, Big Data",Master's in Information Systems
Security Engineers Resumes,Security Architect,"Senior Security Architect with 7.1+ years of experience in Security Engineers.. Proven expertise in CEH, SIEM, Security Auditing, Vulnerability Assessment and Firewalls.. Educated with MBA from Oxford.. Previously worked at Zoom where I developed scalable solutions.. Architected and led implementation of microservices handling 8M daily requests. Established engineering best practices adopted across 6 teams. Led team of 7 engineers delivering critical business solutions. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in SIEM.",7.1,"Network Security, NIST, Identity Management, Penetration Testing, SOC, Encryption, Python",Self-taught
DevOps Engineers Resumes,Site Reliability Engineer,"Principal/Leadership Site Reliability Engineer with 8.4+ years of experience in DevOps Engineers.. Proven expertise in Jenkins, Docker, ELK Stack, Azure, GCP and Ansible.. Educated with Self-taught from Harvard.. Previously worked at Adobe where I developed mission-critical solutions.. Built and managed 31 person engineering organization. Established engineering culture and processes across global teams. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in Jenkins.",8.4,"Nginx, Kubernetes, Bash, Jenkins, Terraform",Bachelor's in Information Technology
Full Stack Developers Resumes,Python Full Stack Developer,"Principal/Leadership Python Full Stack Developer with 8.8+ years of experience in Full Stack Developers.. Proven expertise in Redis, Java, PostgreSQL, MongoDB, Python and React.. Educated with MBA from Georgia Tech.. Previously worked at Citigroup where I implemented high-availability solutions.. Drove 42% revenue growth through technical innovation. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in PostgreSQL.",8.8,"Microservices, JavaScript, Python, Spring Boot, Redis, Java, CI/CD, Git",Bachelor's in Business Administration
Data Analysts Resumes,Analytics Engineer,"Mid-Level Analytics Engineer with 5.4+ years of experience in Data Analysts.. Proven expertise in SQL, Big Data, Data Visualization and A/B Testing.. Educated with Master's in Computer Science from University of Michigan.. Previously worked at Google where I architected scalable solutions.. Mentored 3 junior developers and conducted code reviews. Reduced deployment time by 35% through CI/CD pipeline optimization. Architected scalable solutions using Big Data and Data Visualization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Big Data.",5.4,"Python, R, Dashboard Creation, Excel, Statistics, Data Visualization, Power BI",Master's in Artificial Intelligence
QA Engineers Resumes,Performance Tester,"Principal/Leadership Performance Tester with 9.2+ years of experience in QA Engineers.. Proven expertise in JIRA, Test Automation, Cucumber, Manual Testing, JavaScript and TestNG.. Educated with Bachelor's in Mathematics from MIT.. Previously worked at Shopify where I managed mission-critical solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Established engineering culture and processes across global teams. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in TestNG.",9.2,"Manual Testing, PyTest, Test Automation, Performance Testing, SQL, Scrum",MBA
Mobile Developers Resumes,React Native Developer,"Principal/Leadership React Native Developer with 16.6+ years of experience in Mobile Developers.. Proven expertise in Android Studio, GraphQL, iOS and Flutter.. Educated with Bachelor's in Mathematics from Cambridge.. Previously worked at Apple where I implemented high-availability solutions.. Built and managed 22 person engineering organization. Directed technology roadmap for 5 product portfolios. Established engineering culture and processes across global teams. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Flutter.",16.6,"Swift, Android Studio, REST APIs, Flutter, Dart",Master's in Artificial Intelligence
Python Developers/Data Engineers Resumes,Data Scientist,"Principal/Leadership Data Scientist with 8.1+ years of experience in Python Developers/Data Engineers.. Proven expertise in Pandas, Data Pipelines, Redis, NumPy, Machine Learning and Dask.. Educated with PhD in Computer Science from University of Michigan.. Previously worked at Apple where I developed high-availability solutions.. Directed technology roadmap for 6 product portfolios. Drove 42% revenue growth through technical innovation. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Machine Learning.",8.1,"MongoDB, ETL, Dask, TensorFlow, Deep Learning, AWS, Redis",Bachelor's in Business Administration
Full Stack Developers Resumes,Full Stack Developer,"Entry-Level Full Stack Developer with 0.8+ years of experience in Full Stack Developers.. Proven expertise in Git, REST APIs, JavaScript, Spring Boot and Docker.. Educated with Master's in Data Science from Oxford.. Previously worked at Accenture where I managed mission-critical solutions.. Completed 2 internships gaining practical industry experience. Contributed to agile development team delivering 3 features. Demonstrated proficiency in Spring Boot and Spring Boot. Developed 2 applications using Spring Boot and REST APIs. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Git.",0.8,"ElasticSearch, PostgreSQL, REST APIs, JavaScript, Node.js, Redis, GraphQL",Bachelor's in Business Administration
Backend Developers Resumes,.NET Developer,"Mid-Level .NET Developer with 4.7+ years of experience in Backend Developers.. Proven expertise in REST APIs, Python, Django, Docker, PostgreSQL and Microservices.. Educated with Bachelor's in Information Technology from University of Michigan.. Previously worked at Slack where I managed high-availability solutions.. Mentored 5 junior developers and conducted code reviews. Managed technical debt reduction initiatives saving 171 developer hours monthly. Reduced deployment time by 39% through CI/CD pipeline optimization. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Django.",4.7,"REST APIs, RabbitMQ, MongoDB, Java, Kafka, Docker, MySQL, Microservices",Master's in Artificial Intelligence
Full Stack Developers Resumes,MERN Stack Developer,"Entry-Level MERN Stack Developer with 1.6+ years of experience in Full Stack Developers.. Proven expertise in ElasticSearch, Docker, Python and Node.js.. Educated with Bachelor's in Electrical Engineering from Carnegie Mellon.. Previously worked at Goldman Sachs where I managed customer-facing solutions.. Completed 3 internships gaining practical industry experience. Developed 3 applications using Node.js and Docker. Demonstrated proficiency in ElasticSearch and ElasticSearch. Passionate about mentoring developers.. Looking for challenging roles where I can leverage my expertise in Docker.",1.6,"MongoDB, GraphQL, React, REST APIs, Spring Boot",Bachelor's in Software Engineering
Frontend Developers Resumes,UI/UX Developer,"Mid-Level UI/UX Developer with 4.0+ years of experience in Frontend Developers.. Proven expertise in Responsive Design, HTML5, Cypress, Webpack, Redux, Vue.js and REST APIs.. Educated with Self-taught from Harvard.. Previously worked at Slack where I managed mission-critical solutions.. Architected scalable solutions using Responsive Design and HTML5. Mentored 3 junior developers and conducted code reviews. Passionate about building innovative solutions.. Looking for challenging roles where I can leverage my expertise in HTML5.",4.0,"Vue.js, Responsive Design, HTML5, REST APIs, GraphQL, Webpack, Jest, Sass",PhD in Computer Science
Data Analysts Resumes,Analytics Engineer,"Principal/Leadership Analytics Engineer with 9.8+ years of experience in Data Analysts.. Proven expertise in Data Analysis, Statistics, A/B Testing and SQL.. Educated with Master's in Computer Science from Oxford.. Previously worked at Wells Fargo where I developed enterprise-level solutions.. Directed technology roadmap for 5 product portfolios. Established engineering culture and processes across global teams. Advised C-suite on technology strategy and digital transformation initiatives. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Data Analysis.",9.8,"Power BI, Machine Learning, ETL, Excel, Big Data",Master's in Data Science
Python Developers/Data Engineers Resumes,Python Developer,"Principal/Leadership Python Developer with 9.1+ years of experience in Python Developers/Data Engineers.. Proven expertise in Kafka, Docker, ETL and NumPy.. Educated with Bachelor's in Computer Science from Stanford.. Previously worked at Stripe where I architected scalable solutions.. Advised C-suite on technology strategy and digital transformation initiatives. Drove 54% revenue growth through technical innovation. Built and managed 16 person engineering organization. Passionate about driving technical excellence.. Looking for challenging roles where I can leverage my expertise in Kafka.",9.1,"PostgreSQL, SQL, Deep Learning, Airflow, TensorFlow",Bachelor's in Electrical Engineering
Full Stack Developers Resumes,MERN Stack Developer,"Principal/Leadership MERN Stack Developer with 8.9+ years of experience in Full Stack Developers.. Proven expertise in Python, MongoDB, Java, CI/CD, Git, Docker and AWS.. Educated with Master's in Computer Science from UC Berkeley.. Previously worked at Dell where I developed enterprise-level solutions.. Directed technology roadmap for 6 product portfolios. Established engineering culture and processes across global teams. Built and managed 24 person engineering organization. Passionate about solving complex problems.. Looking for challenging roles where I can leverage my expertise in Git.",8.9,"ElasticSearch, Python, JavaScript, Node.js, Git, AWS, Microservices",Master's in Computer Science
